,Sentence,PreprocessedSentence,Sentiment,PeopleInitially,People,OrganizationsInitially,Organizations,PricesInitially,Prices
3737,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",net cash from operating activity be negative eur mn compare to eur mn,negative,[],[],"['EUR', 'EUR 30.9']",[],[],"['EUR 0.3 mn', 'EUR 30.9 mn']"
3738,Coffee will be served starting at 14:30 EET as well as after the event .,coffee be serve start at eet as well as after event,neutral,[],[],[],[],[],[]
3739,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",at pm omx helsinki be down pct to omx helsinki be pct low at mln eur turnover,negative,[],[],['the OMX Helsinki'],['the OMX Helsinki'],[],[]
3740,"The gross area of eight houses will be 12,167 m2 .",gross area of eight house be m,neutral,[],[],[],[],[],[]
3741,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",for example net sale increase by from first quarter ebitda increase from negative eur mn first quarter of,positive,[],[],['EUR'],[],[],['EUR 0.2 mn']
3742,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",acando ab acanb ss fall percent to kronor low close since dec,neutral,[],[],"['Acando AB', 'ACANB SS']","['Acando AB', 'ACANB SS']",['13.35 kronor'],['13.35 kronor']
3743,"Also , a six-year historic analysis is provided for this market .",also sixyear historic analysis be provide for this market,neutral,[],[],[],[],[],[]
3744,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,may finnish liquid handling product diagnostic test system maker biohit oyj hel biobv say today may its net loss narrow to eur m usd m for first quarter of from eur m for same period of,positive,[],[],['EUR0 .4'],[],[],"['USD0 .14 m', 'EUR0 .4 m', 'EUR0 .1 m']"
3745,"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",subject of project be provide to company like software programming consultancy service computerrelate service datum service computer support consultancy service internet service etc,neutral,[],[],[],[],[],[]
3746,This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,this be due to postponement of decisionmaking of project negotiation phase from early estimation,neutral,[],[],[],[],[],[]
3747,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",profit before taxis amount to eur mn down from eur mn year ago,negative,[],[],"['EUR', 'EUR']",[],[],"['EUR 56.5 mn', 'EUR 232.9 mn']"
3748,$TSLA is now up 57% from its February low. Amazing rebound.,tsla be now up from its february low amazing rebound,positive,['TSLA'],[],[],[],[],[]
3749,Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,finnish logistic information solution provider do solution corporation omx helsinki dsov report wednesday october operating profit of eur m net sale of eur m for period januaryseptember,neutral,"['OMX Helsinki', 'EUR35 .1']","['OMX Helsinki', 'EUR35 .1']","['Done Solutions Corporation', 'EUR3']",['Done Solutions Corporation'],[],"['EUR35 .1 m', 'EUR3 .6 m']"
3750,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",if honkarakenne start production there it need partner for sawmill operation,neutral,['Honkarakenne'],[],[],[],[],[]
3751,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",yndx price of some stock be time low then annual earning I could not resist I be buy when everyone be sell,positive,['YNDX'],[],[],[],[],[]
3752,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",fiskar ' cash flow from operating activity amount to eurm up from eurm previous year,positive,[],[],['Fiskars'],['Fiskars'],[],"['EUR97m', 'EUR121m']"
3753,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",steel industry account for percent of cargo volume transport whereas energy industry account for percent other industry for percent,neutral,[],[],[],[],[],[]
3754,$renn topping tail 5 min. chart at 7.31 short from here.,renn top tail min chart at short from here,negative,"['renn', 'chart']",[],[],[],[],[]
3755,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,return investment roi be compare to first half of,negative,[],[],[],[],[],[]
3756,The company said that the results of the third quarter do not include non-recurring items .,company say that result of third quarter do not include nonrecurring item,neutral,[],[],[],[],[],[]
3757,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",finnish software hardware developer elektrobit oyj hel ebgv eb say today it temporarily lay off up to people for maximum of day finland aim to achieve cost saving of eur million usd m second half of,neutral,[],[],['EUR'],[],[],"['EUR 1.7 million', 'USD 2m']"
3758,"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",operate profit exclude nonrecurring item amount to eur mn down from eur mn yearonyear,neutral,[],[],"['EUR', 'EUR']",[],[],"['EUR 57.3 mn', 'EUR 40.6 mn']"
3759,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",as part of transaction mreal sappi have also sign longterm agreement supply of pulp bctmp other small service supply,positive,[],[],['BCTMP'],['BCTMP'],[],[]
3760,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,annual net sale of unit be some eur million it currently employ some people,neutral,[],[],[],[],[],['EUR 5 million']
3761,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",platform be base build intel s secondgeneration mid platform call moorestown,neutral,[],[],"['Intel', 'mid']","['Intel', 'mid']",[],[]
3762,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",we be proud to welcome another distribution facility to north mississippi region know as logistic center of united states '' say gray swoope executive director of mda,positive,['Gray Swoope'],['Gray Swoope'],['MDA'],['MDA'],[],[]
3763,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",mr clausen however refuse to comment option that nordea would consider buy into citadele bank,neutral,['Clausen'],[],"['Nordea', 'Citadele Bank']","['Nordea', 'Citadele Bank']",[],[]
3764,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,genvec be biopharmaceutical company develop novel therapeutic drug vaccine,neutral,[],[],['GenVec'],['GenVec'],[],[]
3765,Cargo volume grew by 7 % .,cargo volume grow by,positive,[],[],[],[],[],[]
3766,The estimated synergy benefits are at least EUR7m annually .,estimate synergy benefit be at least eurm annually,positive,[],[],[],[],[],['EUR7m']
3767,"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",service be intend to allow people of thirteen mediterranean country to reach baltic more rapidly with single carrier,positive,[],[],[],[],[],[]
3768,Sainsbury sells unit to LloydsPharmacy,sainsbury sell unit to lloydspharmacy,positive,[],[],"['Sainsbury', 'LloydsPharmacy']","['LloydsPharmacy', 'Sainsbury']",[],[]
3769,Talvivaara also maintains its assumption of turning cash flow positive before the year end .,talvivaara also maintain its assumption of turn cash flow positive before year end,positive,['Talvivaara'],[],[],[],[],[]
3770,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",harmongreg bbry wkly inverse head shoulder form trigger over po at least watch,positive,['BBRY'],[],[],[],[],[]
3771,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,proposal that board of director make at annual general meeting be attach as whole to this release,neutral,[],[],['the Board of Directors'],['the Board of Directors'],[],[]
3772,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,dig weekly stochastic finally start to turn up after long consolidation buying here,positive,[],[],['dug weekly'],['dug weekly'],[],[]
3773,Metso estimates the need for personnel reductions to amount to 25 people .,metso estimate need for personnel reduction to amount to people,negative,[],[],['Metso'],['Metso'],[],[]
3774,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",transaction have positive impact of around eurm earning which ruukki recognize during fourth quarter of this year,positive,[],[],"['EUR2', 'Ruukki']",['Ruukki'],[],['EUR2m']
3775,"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+¬maco Borba mill in the Brazilian state of Paran+í .",finnish metso supply new wood handling bleaching line as well as rebuild of kraft liner washing line for klabin telmaco borba mill brazilian state of paran,positive,[],[],['Finnish Metso'],['Finnish Metso'],[],[]
3776,Market Report: Aviva tops the market as traders approve of its choice of Friends,market report aviva top market as trader approve of its choice of friend,positive,[],[],['friend'],['friend'],[],[]
3777,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,at capman haavisto be responsible for group finance accounting it,neutral,[],[],['Group Finances'],['Group Finances'],[],[]
3778,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",they re race with google to get lot of user onto their service as social networking create new business model say martin garner londonbase analyst with ccs insight,neutral,['Martin Garner'],['Martin Garner'],"['Google', 'CCS Insight']","['CCS Insight', 'Google']",[],[]
